empresa,tipo_proyecto,region,numero_rca,año_rca,categoria_compromiso,frecuencia_reporte,responsable_area,dias_restantes,historial_incumplimientos,cantidad_documentos,presupuesto_asociado_usd,criticidad,cumplimiento_porcentaje,estado_avance,riesgo_incumplimiento
Colbun,Subestacion,Los Lagos,RCA-4036,2014,Calidad de Aguas,Trimestral,Construccion,362,0,32.0,88477.0,Media,90,Completado,Bajo
CGE,Central Hidroelectrica,Los Lagos,RCA-8377,2012,Residuos,Mensual,Permisos,361,1,180.0,46666.0,Baja,77,En Proceso,Bajo
AES Andes,Parque Solar,Los Lagos,RCA-8598,2025,Calidad de Aguas,Trimestral,Construccion,289,0,12.0,51212.0,Alta,100,Completado,Medio
Enel,Parque Eolico,Los Lagos,RCA-5838,2012,Reforestacion,Mensual,Construccion,63,1,6.0,60431.0,Media,77,En Proceso,Bajo
Transelec,Central Hidroelectrica,Coquimbo,RCA-6872,2012,Flora y Fauna,Mensual,Medio Ambiente,147,1,13.0,39752.0,Media,87,Completado,Bajo
Enel,Linea de Transmision,Coquimbo,RCA-4653,2023,Residuos,Semestral,Permisos,330,1,39.0,81404.0,Media,63,En Proceso,Bajo
Colbun,Central Hidroelectrica,Atacama,RCA-5299,2025,Reforestacion,Mensual,Operacion,356,2,34.0,59370.0,Baja,83,Completado,Bajo
CGE,Subestacion,Los Lagos,RCA-1973,2015,Arqueologia,Semestral,Permisos,304,0,23.0,87901.0,Alta,68,En Proceso,Medio
CGE,Subestacion,Antofagasta,RCA-8083,2010,Residuos,Mensual,Permisos,230,1,17.0,100397.0,Baja,91,Completado,Bajo
Engie,Subestacion,Valparaiso,RCA-6494,2020,Reforestacion,Mensual,Permisos,168,1,1.0,33174.0,Baja,91,Completado,Bajo
CGE,Parque Solar,Atacama,RCA-4406,2013,Arqueologia,Anual,Operacion,88,3,7.0,59382.0,Media,68,En Proceso,Medio
Engie,Linea de Transmision,Antofagasta,RCA-6150,2022,Flora y Fauna,Mensual,Permisos,317,3,13.0,36363.0,Media,80,Completado,Bajo
AES Andes,Parque Solar,Los Lagos,RCA-4129,2017,Arqueologia,Trimestral,Construccion,121,2,14.0,29063.0,Media,98,Completado,Bajo
Transelec,Parque Solar,Metropolitana,RCA-1104,2012,Calidad de Aguas,Trimestral,Operacion,324,3,17.0,88613.0,Alta,86,Completado,Medio
Colbun,Parque Eolico,Los Lagos,RCA-8433,2025,Ruido,Trimestral,Construccion,208,4,30.0,80279.0,Media,95,Completado,Bajo
Engie,Parque Eolico,Coquimbo,RCA-8689,2014,Calidad de Aguas,Anual,Medio Ambiente,359,0,34.0,60853.0,Media,67,En Proceso,Bajo
Transelec,Subestacion,Valparaiso,RCA-4567,2011,Reforestacion,Trimestral,Construccion,298,1,20.0,51242.0,Alta,78,En Proceso,Medio
CGE,Subestacion,Biobio,RCA-5348,2024,Reforestacion,Trimestral,Permisos,149,1,25.0,47965.0,Media,88,Completado,Bajo
CGE,Linea de Transmision,Valparaiso,RCA-5390,2011,Emisiones Atmosfericas,Semestral,Territorio,31,0,35.0,79412.0,Alta,48,En Proceso,Medio
Transelec,Linea de Transmision,Biobio,RCA-7811,2020,Calidad de Aguas,Mensual,Territorio,21,1,9.0,69201.0,Media,4,Pendiente,Alto
CGE,Linea de Transmision,Valparaiso,RCA-2181,2022,Residuos,Trimestral,Permisos,67,0,6.0,52594.0,Media,51,En Proceso,Bajo
AES Andes,Subestacion,Coquimbo,RCA-5644,2016,Flora y Fauna,Anual,Construccion,271,0,26.0,85437.0,Media,94,Completado,Bajo
AES Andes,Linea de Transmision,Biobio,RCA-6873,2019,Emisiones Atmosfericas,Trimestral,Permisos,68,2,38.0,82064.0,Alta,39,Pendiente,Alto
Transelec,Central Hidroelectrica,Antofagasta,RCA-5394,2012,Emisiones Atmosfericas,Semestral,Operacion,43,0,39.0,50734.0,Media,44,En Proceso,Bajo
Engie,Parque Solar,Biobio,RCA-4534,2014,Emisiones Atmosfericas,Trimestral,Construccion,134,1,27.0,63143.0,Media,61,En Proceso,Bajo
Engie,Subestacion,Atacama,RCA-6844,2012,Reforestacion,Semestral,Permisos,119,2,31.0,96515.0,Media,81,Completado,Bajo
Transelec,Parque Solar,Antofagasta,RCA-6939,2015,Ruido,Anual,Operacion,49,1,3.0,93709.0,Media,77,En Proceso,Bajo
Engie,Linea de Transmision,Atacama,RCA-7475,2022,Arqueologia,Mensual,Operacion,220,2,24.0,58595.0,Alta,94,Completado,Medio
Engie,Subestacion,Los Lagos,RCA-2774,2019,Residuos,Mensual,Permisos,92,1,15.0,116537.0,Media,98,Completado,Bajo
AES Andes,Parque Solar,Valparaiso,RCA-9283,2012,Reforestacion,Trimestral,Medio Ambiente,340,1,6.0,70618.0,Media,78,En Proceso,Bajo
Engie,Subestacion,Antofagasta,RCA-1446,2017,Flora y Fauna,Semestral,Medio Ambiente,181,2,11.0,94712.0,Alta,71,En Proceso,Medio
Enel,Subestacion,Valparaiso,RCA-1108,2011,Reforestacion,Mensual,Operacion,269,0,30.0,48717.0,Media,93,Completado,Bajo
Colbun,Central Hidroelectrica,Los Lagos,RCA-4239,2012,Ruido,Mensual,Medio Ambiente,109,1,35.0,71194.0,Baja,79,En Proceso,Bajo
CGE,Central Hidroelectrica,Metropolitana,RCA-6931,2017,Reforestacion,Mensual,Operacion,338,0,38.0,52108.0,Baja,66,En Proceso,Bajo
Enel,Parque Solar,Valparaiso,RCA-5053,2017,Reforestacion,Anual,Medio Ambiente,305,0,29.0,33662.0,Media,83,Completado,Bajo
Engie,Parque Solar,Los Lagos,RCA-5537,2010,Calidad de Aguas,Trimestral,Operacion,175,3,23.0,73939.0,Alta,62,En Proceso,Medio
AES Andes,Parque Solar,Valparaiso,RCA-7361,2017,Flora y Fauna,Trimestral,Operacion,112,1,3.0,66800.0,Media,65,En Proceso,Bajo
Transelec,Linea de Transmision,Los Lagos,RCA-2245,2019,Emisiones Atmosfericas,Mensual,Operacion,359,0,26.0,101801.0,Alta,92,Completado,Medio
Engie,Subestacion,Atacama,RCA-3720,2011,Flora y Fauna,Mensual,Operacion,165,3,14.0,60561.0,Alta,93,Completado,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-9469,2021,Flora y Fauna,Mensual,Territorio,287,2,19.0,81719.0,Alta,92,Completado,Medio
Colbun,Subestacion,Biobio,RCA-8741,2016,Calidad de Aguas,Mensual,Medio Ambiente,44,0,21.0,64854.0,Alta,58,En Proceso,Medio
Engie,Parque Solar,Metropolitana,RCA-6105,2015,Arqueologia,Anual,Operacion,30,1,21.0,50672.0,Baja,52,En Proceso,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-3922,2011,Reforestacion,Anual,Permisos,87,1,9.0,95162.0,Baja,33,Pendiente,Medio
AES Andes,Central Hidroelectrica,Los Lagos,RCA-3513,2014,Residuos,Mensual,Construccion,177,2,13.0,59646.0,Alta,64,En Proceso,Medio
AES Andes,Central Hidroelectrica,Los Lagos,RCA-3801,2016,Emisiones Atmosfericas,Mensual,Permisos,177,0,37.0,64146.0,Media,93,Completado,Bajo
AES Andes,Parque Eolico,Valparaiso,RCA-7981,2017,Arqueologia,Mensual,Permisos,286,1,38.0,45317.0,Alta,75,En Proceso,Medio
Colbun,Parque Solar,Metropolitana,RCA-9221,2012,Ruido,Trimestral,Territorio,74,2,20.0,32785.0,Media,69,En Proceso,Bajo
Engie,Central Hidroelectrica,Metropolitana,RCA-7502,2010,Reforestacion,Mensual,Medio Ambiente,327,2,38.0,86329.0,Media,62,En Proceso,Bajo
Colbun,Linea de Transmision,Los Lagos,RCA-7038,2022,Emisiones Atmosfericas,Mensual,Territorio,10,2,11.0,72522.0,Alta,42,En Proceso,Medio
CGE,Parque Eolico,Antofagasta,RCA-7229,2016,Residuos,Mensual,Permisos,288,2,29.0,97955.0,Baja,73,En Proceso,Bajo
CGE,Linea de Transmision,Atacama,RCA-1364,2022,Reforestacion,Semestral,Permisos,199,2,38.0,87723.0,Media,92,Completado,Bajo
Engie,Parque Eolico,Metropolitana,RCA-2800,2014,Ruido,Semestral,Territorio,17,0,17.0,43876.0,Baja,27,Pendiente,Alto
Colbun,Linea de Transmision,Metropolitana,RCA-6958,2014,Calidad de Aguas,Trimestral,Construccion,67,1,26.0,75080.0,Alta,70,En Proceso,Medio
Transelec,Central Hidroelectrica,Coquimbo,RCA-8436,2016,Arqueologia,Mensual,Medio Ambiente,17,2,26.0,74113.0,Baja,14,Pendiente,Alto
AES Andes,Central Hidroelectrica,Biobio,RCA-5793,2010,Reforestacion,Anual,Territorio,253,0,12.0,100275.0,Media,63,En Proceso,Bajo
AES Andes,Linea de Transmision,Metropolitana,RCA-9160,2017,Emisiones Atmosfericas,Anual,Construccion,209,1,18.0,105826.0,Alta,79,En Proceso,Medio
Engie,Subestacion,Atacama,RCA-1179,2021,Flora y Fauna,Mensual,Permisos,257,0,9.0,31774.0,Alta,84,Completado,Medio
CGE,Central Hidroelectrica,Biobio,RCA-4873,2023,Residuos,Mensual,Operacion,44,3,3.0,102465.0,Media,64,En Proceso,Medio
CGE,Subestacion,Biobio,RCA-4960,2025,Reforestacion,Trimestral,Operacion,169,2,10.0,99104.0,Baja,98,Completado,Bajo
AES Andes,Central Hidroelectrica,Valparaiso,RCA-2186,2019,Emisiones Atmosfericas,Mensual,Permisos,35,1,2.0,54706.0,Alta,51,En Proceso,Medio
Engie,Parque Solar,Valparaiso,RCA-1773,2024,Flora y Fauna,Trimestral,Territorio,21,0,8.0,73861.0,Alta,34,Pendiente,Alto
Colbun,Subestacion,Valparaiso,RCA-5460,2014,Emisiones Atmosfericas,Trimestral,Permisos,141,1,18.0,22420.0,Alta,87,Completado,Medio
CGE,Linea de Transmision,Valparaiso,RCA-1352,2017,Reforestacion,Trimestral,Construccion,324,1,39.0,73743.0,Alta,69,En Proceso,Medio
Colbun,Linea de Transmision,Coquimbo,RCA-7943,2019,Ruido,Mensual,Permisos,317,2,31.0,48754.0,Media,75,En Proceso,Bajo
CGE,Parque Eolico,Metropolitana,RCA-6202,2024,Flora y Fauna,Trimestral,Territorio,169,1,14.0,88023.0,Media,82,Completado,Bajo
CGE,Subestacion,Valparaiso,RCA-6344,2019,Flora y Fauna,Anual,Medio Ambiente,285,0,39.0,85332.0,Alta,78,En Proceso,Medio
Enel,Parque Solar,Los Lagos,RCA-5507,2014,Emisiones Atmosfericas,Mensual,Permisos,227,1,33.0,72648.0,Alta,60,En Proceso,Medio
CGE,Subestacion,Antofagasta,RCA-5830,2021,Calidad de Aguas,Trimestral,Operacion,126,0,29.0,79915.0,Alta,60,En Proceso,Medio
Transelec,Parque Solar,Valparaiso,RCA-1117,2016,Reforestacion,Mensual,Medio Ambiente,82,0,33.0,55253.0,Baja,75,En Proceso,Bajo
Engie,Central Hidroelectrica,Metropolitana,RCA-1481,2019,Calidad de Aguas,Mensual,Medio Ambiente,317,1,35.0,46788.0,Alta,85,Completado,Medio
Engie,Central Hidroelectrica,Valparaiso,RCA-5287,2012,Arqueologia,Trimestral,Operacion,331,1,20.0,127858.0,Media,93,Completado,Bajo
Colbun,Subestacion,Coquimbo,RCA-7802,2011,Ruido,Mensual,Medio Ambiente,92,3,35.0,100613.0,Media,61,En Proceso,Bajo
CGE,Parque Eolico,Atacama,RCA-9298,2015,Calidad de Aguas,Mensual,Medio Ambiente,117,3,32.0,78270.0,Alta,87,Completado,Medio
Transelec,Parque Eolico,Atacama,RCA-5477,2014,Emisiones Atmosfericas,Mensual,Operacion,104,2,36.0,69648.0,Alta,79,En Proceso,Medio
Colbun,Parque Solar,Metropolitana,RCA-7533,2018,Reforestacion,Trimestral,Operacion,307,2,23.0,135071.0,Media,86,Completado,Bajo
Enel,Central Hidroelectrica,Los Lagos,RCA-1243,2019,Calidad de Aguas,Semestral,Permisos,243,2,5.0,116839.0,Alta,87,Completado,Medio
Colbun,Linea de Transmision,Atacama,RCA-8012,2013,Arqueologia,Mensual,Permisos,350,0,16.0,67881.0,Alta,90,Completado,Medio
Colbun,Linea de Transmision,Atacama,RCA-1865,2020,Residuos,Trimestral,Medio Ambiente,115,3,24.0,50734.0,Alta,66,En Proceso,Medio
CGE,Central Hidroelectrica,Antofagasta,RCA-6329,2012,Arqueologia,Mensual,Territorio,94,0,28.0,76311.0,Alta,67,En Proceso,Medio
Enel,Subestacion,Metropolitana,RCA-1603,2018,Flora y Fauna,Trimestral,Permisos,143,1,25.0,65549.0,Alta,91,Completado,Medio
Colbun,Parque Eolico,Los Lagos,RCA-6756,2017,Reforestacion,Trimestral,Permisos,139,1,7.0,51321.0,Baja,70,En Proceso,Bajo
Transelec,Central Hidroelectrica,Metropolitana,RCA-5018,2015,Flora y Fauna,Trimestral,Territorio,16,0,38.0,109299.0,Media,47,En Proceso,Medio
Transelec,Linea de Transmision,Atacama,RCA-6192,2010,Calidad de Aguas,Anual,Territorio,248,1,7.0,88109.0,Alta,85,Completado,Medio
Engie,Central Hidroelectrica,Atacama,RCA-3015,2023,Calidad de Aguas,Anual,Operacion,186,1,22.0,64817.0,Alta,84,Completado,Medio
Enel,Subestacion,Atacama,RCA-4380,2019,Arqueologia,Mensual,Permisos,199,1,22.0,64472.0,Baja,66,En Proceso,Bajo
Enel,Parque Solar,Biobio,RCA-4770,2022,Arqueologia,Semestral,Construccion,126,2,27.0,75321.0,Baja,79,En Proceso,Bajo
Engie,Parque Solar,Coquimbo,RCA-6829,2021,Emisiones Atmosfericas,Mensual,Construccion,57,0,33.0,62849.0,Media,70,En Proceso,Bajo
Colbun,Central Hidroelectrica,Valparaiso,RCA-2613,2020,Ruido,Anual,Medio Ambiente,360,2,32.0,60688.0,Alta,89,Completado,Medio
Enel,Linea de Transmision,Coquimbo,RCA-2879,2010,Emisiones Atmosfericas,Mensual,Permisos,177,0,39.0,126344.0,Media,60,En Proceso,Bajo
Transelec,Subestacion,Metropolitana,RCA-6372,2021,Flora y Fauna,Mensual,Construccion,183,2,32.0,52201.0,Alta,77,En Proceso,Medio
Transelec,Parque Solar,Antofagasta,RCA-5108,2015,Emisiones Atmosfericas,Mensual,Permisos,297,0,1.0,19712.0,Alta,67,En Proceso,Medio
CGE,Parque Eolico,Valparaiso,RCA-9978,2022,Arqueologia,Mensual,Permisos,63,0,10.0,91358.0,Media,58,En Proceso,Bajo
Enel,Parque Solar,Antofagasta,RCA-1148,2012,Reforestacion,Semestral,Permisos,58,0,4.0,102910.0,Baja,69,En Proceso,Bajo
Colbun,Linea de Transmision,Los Lagos,RCA-2754,2012,Emisiones Atmosfericas,Anual,Permisos,261,0,29.0,78853.0,Alta,81,Completado,Medio
Engie,Linea de Transmision,Biobio,RCA-8378,2015,Residuos,Trimestral,Territorio,249,1,7.0,34721.0,Baja,91,Completado,Bajo
Engie,Subestacion,Metropolitana,RCA-7681,2022,Ruido,Semestral,Medio Ambiente,153,2,38.0,71602.0,Media,99,Completado,Bajo
Colbun,Parque Eolico,Biobio,RCA-4756,2012,Arqueologia,Semestral,Operacion,288,3,6.0,62282.0,Baja,73,En Proceso,Bajo
AES Andes,Linea de Transmision,Metropolitana,RCA-6392,2022,Reforestacion,Mensual,Construccion,20,0,11.0,108428.0,Alta,1,Pendiente,Alto
CGE,Linea de Transmision,Antofagasta,RCA-4052,2020,Calidad de Aguas,Mensual,Operacion,180,0,9.0,53872.0,Media,94,Completado,Bajo
Engie,Central Hidroelectrica,Antofagasta,RCA-6692,2019,Emisiones Atmosfericas,Mensual,Medio Ambiente,32,0,30.0,80761.0,Alta,36,Pendiente,Alto
Enel,Linea de Transmision,Antofagasta,RCA-5218,2015,Arqueologia,Mensual,Territorio,133,2,22.0,89949.0,Media,62,En Proceso,Bajo
CGE,Central Hidroelectrica,Metropolitana,RCA-5803,2014,Calidad de Aguas,Mensual,Territorio,227,2,39.0,53560.0,Media,74,En Proceso,Bajo
Enel,Parque Solar,Atacama,RCA-3377,2013,Calidad de Aguas,Mensual,Territorio,248,0,9.0,60125.0,Media,93,Completado,Bajo
Transelec,Parque Eolico,Antofagasta,RCA-6086,2017,Flora y Fauna,Mensual,Territorio,358,0,38.0,85832.0,Media,81,Completado,Bajo
CGE,Linea de Transmision,Biobio,RCA-4182,2011,Flora y Fauna,Mensual,Construccion,242,1,33.0,75041.0,Alta,77,En Proceso,Medio
Engie,Linea de Transmision,Los Lagos,RCA-4160,2024,Reforestacion,Anual,Construccion,236,3,26.0,109048.0,Baja,77,En Proceso,Bajo
CGE,Parque Eolico,Valparaiso,RCA-7576,2021,Arqueologia,Mensual,Permisos,330,0,16.0,49715.0,Baja,93,Completado,Bajo
CGE,Parque Eolico,Metropolitana,RCA-9903,2023,Reforestacion,Trimestral,Permisos,96,1,9.0,76106.0,Media,95,Completado,Bajo
CGE,Parque Eolico,Biobio,RCA-3586,2020,Arqueologia,Trimestral,Medio Ambiente,7,1,23.0,41183.0,Media,45,En Proceso,Medio
AES Andes,Linea de Transmision,Coquimbo,RCA-3648,2016,Residuos,Trimestral,Permisos,85,1,15.0,107959.0,Media,68,En Proceso,Bajo
CGE,Parque Eolico,Los Lagos,RCA-8313,2013,Ruido,Mensual,Medio Ambiente,48,3,20.0,75012.0,Baja,76,En Proceso,Medio
Enel,Parque Eolico,Coquimbo,RCA-2717,2011,Ruido,Mensual,Medio Ambiente,159,1,16.0,80347.0,Alta,97,Completado,Medio
Transelec,Parque Solar,Valparaiso,RCA-6308,2024,Arqueologia,Mensual,Medio Ambiente,28,3,25.0,88984.0,Baja,36,Pendiente,Alto
Colbun,Parque Eolico,Atacama,RCA-8407,2016,Flora y Fauna,Mensual,Territorio,103,5,35.0,102246.0,Alta,77,En Proceso,Medio
CGE,Parque Eolico,Antofagasta,RCA-1870,2022,Emisiones Atmosfericas,Mensual,Operacion,175,0,13.0,47032.0,Alta,99,Completado,Medio
Engie,Parque Solar,Metropolitana,RCA-4574,2010,Reforestacion,Trimestral,Operacion,152,1,7.0,68262.0,Baja,88,Completado,Bajo
CGE,Linea de Transmision,Biobio,RCA-6827,2013,Residuos,Trimestral,Construccion,127,3,34.0,106563.0,Media,71,En Proceso,Bajo
Engie,Subestacion,Antofagasta,RCA-8986,2018,Ruido,Trimestral,Permisos,116,1,14.0,64022.0,Media,77,En Proceso,Bajo
Enel,Linea de Transmision,Biobio,RCA-9462,2023,Arqueologia,Trimestral,Territorio,134,0,23.0,109172.0,Alta,90,Completado,Medio
Engie,Subestacion,Metropolitana,RCA-9741,2013,Flora y Fauna,Mensual,Permisos,72,1,23.0,80151.0,Media,44,En Proceso,Bajo
Colbun,Subestacion,Coquimbo,RCA-6769,2021,Flora y Fauna,Semestral,Permisos,351,0,17.0,64400.0,Media,99,Completado,Bajo
Transelec,Linea de Transmision,Antofagasta,RCA-6733,2022,Flora y Fauna,Mensual,Construccion,320,1,13.0,92334.0,Alta,89,Completado,Medio
Engie,Subestacion,Valparaiso,RCA-4240,2012,Reforestacion,Semestral,Construccion,221,0,27.0,71157.0,Media,95,Completado,Bajo
Engie,Linea de Transmision,Atacama,RCA-5893,2019,Emisiones Atmosfericas,Semestral,Medio Ambiente,100,0,2.0,96254.0,Alta,87,Completado,Medio
Transelec,Parque Eolico,Valparaiso,RCA-1886,2019,Calidad de Aguas,Trimestral,Medio Ambiente,149,1,37.0,63024.0,Alta,74,En Proceso,Medio
Colbun,Central Hidroelectrica,Atacama,RCA-6854,2011,Reforestacion,Mensual,Permisos,37,1,30.0,96418.0,Alta,72,En Proceso,Medio
CGE,Linea de Transmision,Los Lagos,RCA-6318,2025,Emisiones Atmosfericas,Trimestral,Permisos,290,4,4.0,85937.0,Alta,92,Completado,Medio
Engie,Central Hidroelectrica,Biobio,RCA-3258,2023,Flora y Fauna,Mensual,Permisos,9,3,30.0,66534.0,Media,1,Pendiente,Alto
Transelec,Parque Solar,Antofagasta,RCA-5382,2024,Arqueologia,Mensual,Permisos,122,2,3.0,29423.0,Alta,67,En Proceso,Medio
Enel,Linea de Transmision,Antofagasta,RCA-2785,2012,Residuos,Mensual,Operacion,144,4,14.0,86962.0,Alta,92,Completado,Medio
Transelec,Linea de Transmision,Los Lagos,RCA-8727,2010,Emisiones Atmosfericas,Mensual,Medio Ambiente,234,1,11.0,101876.0,Alta,94,Completado,Medio
Enel,Parque Solar,Atacama,RCA-1295,2019,Arqueologia,Trimestral,Medio Ambiente,164,0,23.0,79805.0,Media,77,En Proceso,Bajo
Colbun,Parque Eolico,Coquimbo,RCA-3597,2017,Reforestacion,Semestral,Permisos,298,1,32.0,18885.0,Baja,85,Completado,Bajo
CGE,Parque Eolico,Metropolitana,RCA-1680,2010,Reforestacion,Mensual,Territorio,253,0,3.0,103491.0,Media,80,Completado,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-5890,2012,Flora y Fauna,Anual,Permisos,277,0,1.0,84950.0,Alta,87,Completado,Medio
AES Andes,Linea de Transmision,Los Lagos,RCA-5298,2023,Residuos,Anual,Construccion,190,0,9.0,90444.0,Baja,79,En Proceso,Bajo
Engie,Subestacion,Biobio,RCA-1324,2012,Ruido,Anual,Territorio,44,1,9.0,73010.0,Baja,74,En Proceso,Bajo
Colbun,Linea de Transmision,Los Lagos,RCA-8952,2022,Ruido,Semestral,Construccion,228,0,12.0,26701.0,Media,79,En Proceso,Bajo
Transelec,Linea de Transmision,Valparaiso,RCA-1986,2024,Reforestacion,Mensual,Territorio,156,1,1.0,89512.0,Media,63,En Proceso,Bajo
Engie,Linea de Transmision,Valparaiso,RCA-4118,2011,Arqueologia,Mensual,Construccion,144,1,16.0,69512.0,Media,95,Completado,Bajo
Transelec,Parque Eolico,Biobio,RCA-1760,2023,Residuos,Trimestral,Permisos,132,3,30.0,56725.0,Alta,93,Completado,Medio
Enel,Central Hidroelectrica,Biobio,RCA-8758,2014,Arqueologia,Trimestral,Permisos,355,0,8.0,118576.0,Baja,72,En Proceso,Bajo
Transelec,Subestacion,Antofagasta,RCA-1906,2019,Residuos,Semestral,Territorio,151,1,10.0,89716.0,Media,90,Completado,Bajo
AES Andes,Central Hidroelectrica,Valparaiso,RCA-6499,2012,Residuos,Anual,Construccion,289,1,20.0,80474.0,Media,98,Completado,Bajo
Transelec,Subestacion,Metropolitana,RCA-1364,2012,Reforestacion,Trimestral,Operacion,222,3,38.0,53430.0,Baja,66,En Proceso,Bajo
Transelec,Subestacion,Metropolitana,RCA-8769,2017,Arqueologia,Mensual,Territorio,224,3,22.0,50300.0,Alta,76,En Proceso,Medio
AES Andes,Linea de Transmision,Atacama,RCA-4413,2013,Reforestacion,Mensual,Territorio,149,1,16.0,87547.0,Baja,71,En Proceso,Bajo
Colbun,Parque Solar,Los Lagos,RCA-9027,2013,Residuos,Mensual,Medio Ambiente,333,1,19.0,25123.0,Media,89,Completado,Bajo
Transelec,Central Hidroelectrica,Biobio,RCA-8939,2012,Emisiones Atmosfericas,Trimestral,Territorio,281,3,11.0,88770.0,Media,93,Completado,Bajo
AES Andes,Parque Solar,Antofagasta,RCA-4081,2020,Flora y Fauna,Trimestral,Operacion,246,0,11.0,90311.0,Alta,81,Completado,Medio
Engie,Subestacion,Metropolitana,RCA-6448,2010,Residuos,Semestral,Permisos,64,3,14.0,109376.0,Baja,50,En Proceso,Medio
Enel,Parque Solar,Coquimbo,RCA-4258,2017,Emisiones Atmosfericas,Trimestral,Construccion,102,1,39.0,99547.0,Alta,68,En Proceso,Medio
Enel,Linea de Transmision,Antofagasta,RCA-3107,2024,Residuos,Anual,Medio Ambiente,335,1,26.0,103501.0,Media,71,En Proceso,Bajo
Transelec,Central Hidroelectrica,Antofagasta,RCA-8928,2010,Emisiones Atmosfericas,Trimestral,Construccion,185,2,20.0,60063.0,Alta,76,En Proceso,Medio
Colbun,Parque Solar,Metropolitana,RCA-3933,2016,Arqueologia,Semestral,Permisos,118,1,20.0,38358.0,Alta,75,En Proceso,Medio
Colbun,Subestacion,Coquimbo,RCA-3829,2014,Ruido,Mensual,Territorio,107,0,20.0,79390.0,Media,64,En Proceso,Bajo
Engie,Parque Solar,Atacama,RCA-9633,2013,Calidad de Aguas,Semestral,Operacion,340,2,1.0,86088.0,Alta,78,En Proceso,Medio
Transelec,Parque Solar,Metropolitana,RCA-6006,2013,Residuos,Trimestral,Medio Ambiente,323,1,180.0,100283.0,Baja,87,Completado,Bajo
Enel,Linea de Transmision,Coquimbo,RCA-2559,2017,Calidad de Aguas,Mensual,Operacion,61,0,10.0,112168.0,Alta,46,En Proceso,Medio
Colbun,Parque Solar,Antofagasta,RCA-2741,2020,Residuos,Mensual,Operacion,289,1,28.0,45892.0,Media,81,Completado,Bajo
Transelec,Linea de Transmision,Coquimbo,RCA-6830,2020,Arqueologia,Anual,Operacion,133,1,34.0,96422.0,Baja,94,Completado,Bajo
Colbun,Parque Eolico,Antofagasta,RCA-8523,2022,Arqueologia,Mensual,Operacion,319,1,13.0,18901.0,Baja,74,En Proceso,Bajo
AES Andes,Parque Eolico,Los Lagos,RCA-1625,2023,Emisiones Atmosfericas,Trimestral,Permisos,90,0,25.0,81880.0,Alta,78,En Proceso,Medio
Colbun,Parque Eolico,Metropolitana,RCA-2690,2015,Residuos,Mensual,Operacion,204,1,23.0,92497.0,Media,85,Completado,Bajo
Enel,Parque Solar,Biobio,RCA-9282,2025,Arqueologia,Trimestral,Operacion,75,0,36.0,36835.0,Media,73,En Proceso,Bajo
CGE,Parque Solar,Metropolitana,RCA-7310,2023,Arqueologia,Semestral,Permisos,349,2,12.0,90598.0,Media,94,Completado,Bajo
Engie,Linea de Transmision,Los Lagos,RCA-4006,2021,Residuos,Mensual,Construccion,102,1,2.0,48377.0,Media,82,Completado,Bajo
Engie,Parque Eolico,Valparaiso,RCA-5302,2010,Emisiones Atmosfericas,Trimestral,Permisos,304,1,20.0,65152.0,Alta,69,En Proceso,Medio
Enel,Linea de Transmision,Valparaiso,RCA-2088,2023,Emisiones Atmosfericas,Anual,Territorio,180,2,16.0,96491.0,Media,81,Completado,Bajo
Colbun,Subestacion,Valparaiso,RCA-7007,2019,Emisiones Atmosfericas,Semestral,Permisos,237,3,14.0,67057.0,Alta,70,En Proceso,Medio
Transelec,Linea de Transmision,Metropolitana,RCA-5611,2017,Emisiones Atmosfericas,Semestral,Construccion,79,1,2.0,66673.0,Alta,55,En Proceso,Medio
Colbun,Linea de Transmision,Atacama,RCA-8928,2022,Ruido,Trimestral,Territorio,147,2,16.0,82985.0,Media,60,En Proceso,Bajo
Enel,Parque Solar,Metropolitana,RCA-5490,2023,Residuos,Mensual,Territorio,27,1,4.0,94953.0,Alta,35,Pendiente,Alto
Engie,Linea de Transmision,Los Lagos,RCA-9378,2011,Reforestacion,Trimestral,Medio Ambiente,185,2,13.0,74973.0,Media,80,Completado,Bajo
Colbun,Parque Eolico,Los Lagos,RCA-2597,2015,Ruido,Semestral,Operacion,49,4,38.0,114538.0,Alta,37,Pendiente,Alto
Engie,Subestacion,Biobio,RCA-4747,2018,Arqueologia,Mensual,Territorio,96,1,1.0,66609.0,Baja,79,En Proceso,Bajo
Transelec,Linea de Transmision,Coquimbo,RCA-3670,2010,Ruido,Mensual,Territorio,273,1,9.0,105816.0,Baja,76,En Proceso,Bajo
Engie,Parque Solar,Metropolitana,RCA-9431,2015,Reforestacion,Mensual,Construccion,38,2,20.0,88242.0,Media,44,En Proceso,Bajo
Engie,Linea de Transmision,Metropolitana,RCA-3580,2025,Reforestacion,Trimestral,Territorio,170,2,18.0,91800.0,Media,80,Completado,Bajo
CGE,Linea de Transmision,Antofagasta,RCA-8432,2017,Reforestacion,Semestral,Construccion,74,1,32.0,45982.0,Media,30,Pendiente,Medio
CGE,Parque Eolico,Los Lagos,RCA-9330,2019,Emisiones Atmosfericas,Mensual,Operacion,200,1,34.0,105406.0,Alta,62,En Proceso,Medio
